"How I Ended This Summer (Competition - world premiere)","EFM: Sat 13 - 13:15 CineStar 5 & Mon 15 - 10:30 CineStar 1 (Private)Comp': Tue 16 - 21:30 CinemaxX 9 (Press & Ind)Wed 17 - 15:30  CinemaxX 7+ 9 (Press & Ind) & 22:30 Berlinale Palast World Premiere (German subtitles) ","Alexei Popogrebsky (Koktebel)","Grigory Dobrygin, Sergei Puskepalis","A polar station on a desolate island in the Arctic Ocean. Sergei, a seasoned meteorologist, and Pavel, a recent college graduate, are spending months in complete isolation on the once strategic research base. Pavel receives an important radio message and is still trying to find the right moment to tell Sergei, when fear, lies and suspicions start poisoning the atmosphere.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Bavaria","","","",""
"It's Your Fault (Panorama - world premiere)","EFM: Fri 12 - 13:30 @CinemaxX 2 Panorama Special: Sun 14 - 13:20 CineStar 3 (Press & Ind) & 19:00 @Zoo Palast 1, Mon 15 - 10:30 @CinemaxX 7, Tue 16 - 14:00 @International","Anahí Berneri (un ano sin amor, encarnacion)","Erica Rivas, Nicasio Galán, Zenón Galán","For young mother Julieta, recently separated from her husband, it's evening at home, with her two little boys raising hell in the cramped family apartment. But something happens: the youngest boy falls and hurts himself. Julieta grabs the boys and heads for the hospital, where help and understanding give way to shattering suspicions… 90'","","BLX, FR, IT, SW, SCAN, LA ex Ar, INDO, PORT, ME, UK, OZ","Bavaria","","","",""
"Jane's Journey","1st scenes at Booth, Post Production   Delivery Cannes 2010","Lorenz Knauer","","More than twenty years ago, Dr. Jane Goodall, now 75, decided to give up her career as a primatologist, as well as her private life, in order to devote her entire energy to savingour endangered planet. Since then she’s been spending 300 days per year travelling around the globe on her mission to spread hope for future generations.","SW with prod","BLX, FR, IT, SCAN, LA, PORT,   ME","Bavaria","","","",""
"Joy (Generation - world premiere)","EFM: Fri 12 - 9:30 @CinemaxX 1, Mon 15 - 12:30 @CineStar 5                 Generation 14plus: Sun 14 - 17:00 @Babylon Berlin Mitte World Premiere Wed 17 - 16:30 @CinemaxX 3 ","Mijke de Jong (Katia's Sister)","Samira Maas, Dragan Bakema","Joy has only one aim in her young life: to find her biological mother. Abandoned as a baby and raised in orphanages she is convinced, that once she is reunited with her biological mother, happiness will at last be her share. When her best friend Denise turns out to be pregnant, Joy’s quest becomes an obsession…","BLX: A-Film","FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Bavaria","","","",""
"Nothing Personal","EFM: Fri 12 -16:40 @CineStar 1Mon 15  - 09:00 @CineStar 1","Urszula Antoniak","Stephan Rea","A young, rebellious Dutch woman walks the trails of Ireland, vagabond by choice, enjoying the solitude she was looking for in the austere landscape of Connemara. When she meets a older educated, solitary man, they close a deal: food in exchange of work. But there is one condition: no personal contact, no questions. Who will be the first one tobreak the deal?","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK","Bavaria","","","",""
"Rabbit Without Ears 2 (German Cinema - market premiere)","EFM: Sat 13 - 17:30 &Mon 15 - 11:15 @Cinemaxx 1","Til Schwiger (W/D)","Til Schwiger, Nora Tschirner","Ludo and Anna, two years later. The couple has settled in. Ludo triggers Anna's jealousywhen he runs into an old flame. And rightfully so, since Ludo's ex-girlfriend wouldn't mindlighting up that old fire again.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Bavaria","","","",""
"The Silence (Das Schweigen)","promo at booth    delivery early summer 2010","Baran Bo Odar (1st film)","Sebastian, Blomberg, Ulrich Thomsen…","Based on a bestselling novel. On a hot summer day a bicycle is found in a field of wheat - the exact scene of a crime committed 23 years ago. ","","BLX, FR, IT, Check others","Bavaria","","","",""
"Van Diemen's Land","EFM: Sat 13 - 9:00 @CineStar 1","Jonathan auf der Heide","","The true story of Alexander Pearce, Australia's most notorious convict, who in 1822 escapes with seven fellow inmates from a penal colony on Van Diemen's Land, Tasmania","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK","Bavaria","","","",""
"Au Revoir Tapei (Forum - world premiere)","EFM: Fri 12 - 20.00 @Max 16 Forum: Sat 13 - 9:30@CinemaxX 5 (PRESS), Sun 14 - 19:15 @CineStar 8 (PREMIERE), Mon 15 - 20:00 @Cubix 9, Wed 17 - 22:30 @Arsenal, Thu 18 - 14:00 @Delphi-Filmpalast","Arvin Chen","Jack Yao, Amber Kao, Joseph Chang, Lawrence Ko, Frankie Gao","A lovesick young man is leaving Taipei in hopesof getting to Paris, but over the course of oneextraordinary night, finds the excitement andromance he was longing for is already there.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","Beta Cinema","Drama","","",""
"Ayla (market premiere)","Market:Feb 14th | 11:00 a.m. | CinemaxX 11Feb 17th | 9:30 a.m. | CinemaxX 12","Su Turhan","Pegah Ferydoni (WOMEN WITHOUT MEN), Mehdi Moinzadeh, Timur IsikSaskia Vester","Ayla, an independent young Turkish-Germanwoman, falls in love with Ayhan, who isinvolved in a murderous plan to restore hisfamily's honor…","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","Drama","","",""
"Berlin ‘36 (WT)","Market:Feb 13th | 4:15 p.m. | CinemaxX 11Feb 16th | 11:40 a.m. | CinemaxX 12","Kaspar Heidelbach","Karoline HerfurthSebastian UrzendowskyAxel PrahlAugust ZirnerThomas Thieme","1934. Gretel Bergman is Germany's best female high jumper, but because of her Jewish origins, she has had to pursue her passion for sports in England. As the 1936 Berlin Olympics approach, she is allowed to compete with the German team – in spite of the opposition of the Reich sport minister. Undaunted, the Nazis come up with a perfidious plan: they send Dora Ratjen , who is actually a man, to sabotage Gretel's training and her Olympic chances... 110'","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,   ME, UK, OZ","Beta Cinema","Drama","","",""
"Bon Appetit (world premiere)","Market Screening:Feb 12th | 3:00 p.m. | CinemaxX 11Feb 15th | 5:05 p.m. | CinemaxX 12","David Pinillos","Unax Ugalde (CHE: PART ONE), Nora Tschirner (RABBIT WITHOUT EARS), Giulio Berruti (MELISSA P.), Herbert Knaup (RUN LOLA RUN)","In the kitchen of Zurich's gourmet restaurant ""W,"" the young Spaniard Daniel is new to the team and soon becomes a protegé of master chef and restaurant owner Thomas. He makes friends with Hugo, an Italian chef, and Hanna, a German sommeliere. In love with life, high on adrenaline, aware of their exceptional talents and skills, the trio seems on its way to becoming an inseparable band of friends. Until Hanna kisses Daniel…","","BLX, FR, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","Rom Drama","","",""
"Cease Fire","Market:Feb 12th, 9.30 a.m., CinemaxX 12Feb 15th, 1.15 p.m. , CinemaxX 12","Lancelot von Naso","Thekla ReutenMatthias HabichHannes JaenickeMaximilian von PufendorfHusam Chadat","Baghdad. The official war is over, but everyday life is an endless catastrophe. The situation in Falluja is particularly desolate: hardly any food supplies left, no medicine,medical care in shambles. In the midst of this dramatic situation, the U.S. forces reach an agreement with the rebels: a 24-hour ceasefire. KIM (Thekla Reuten),the Dutch member of an international aid organization, is planning a transport of badly needed supplies to a hospital in the war zone with ALAIN (Matthias Habich),a doctor. Assisting them is OLIVER (Maximilian von Pufendorf), a young journalist who hopes to finally land a spectacular story. Forming a community of conflictinginterests, the three very different idealists all want to save lives – but first they have to save their own...","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Drama","","",""
"The End Is My Beginning","Post production","Jo Baier","Bruno Ganz Elio Germano Erika PluharAndrea OsvártGianni Cavina","The Italian Tiziano Terzani (Bruno Ganz), long-time Spiegel magazine Asia correspondentand renowned author, invites his son Folco (Elio Germano) to his retreat, a smallmountain village northwest of Florence. It turns into no ordinary visit: Tiziano isseriously ill with cancer and wants to tell his son the story of his life in the time beforehis death. For three long months Tiziano and Folco will talk every day, reflecting on their own lives, discussing society, modern times, young people and the world.","","BLX, FR, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","","","",""
"Goethe! (wt)","Post production, Promo in Berlin","Philipp Stölzl","Alexander Fehling Moritz Bleibtreu Burghart Klaußner Henry Hübchen Miriam Stein","A modern pop fairytale. Germany 1772 - the young and tumultuous Johann Goethe But then Lotte (Miriam Stein) enters his life and nothing is the same as before as (Alexander Fehling) is sent by his father (Henry Huebchen) to a sleepy little town they fall in love with one another. However, Johann is unaware that Lotte is in fact to mend his ways after failing his law exams. At first, he tries to do his best at already promised by her father (Burghart Klaußner) to Kestner...The dramatic and the Supreme Court and even convinces his superior Kestner (Moritz Bleibtreu). unfulfilled love between the poet and Lotte was the template for his masterpiece ""The Sorrows of Young Werther"".","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Drama","","",""
"Hidden","In Production","Agnieszka Holland","Robert WieckiewiczBenno Fürmann Maria SchraderHerbert Knaup","In March, 1943, Lvov, Poland is a beautiful city held in the iron grip of the Nazi occupation. The weak prey upon the weaker; the poor steal from the less poor. Near the bottom of this chain is Leopold Soha, a petty thief. His knowledge of the sewers’ intricate maze of tunnels and chambers, in which he hides his loot, has earned him a menial job as a sewer worker. But there is a group of people in Lvov worse off than Soha – the Jews. Crowded into a ghetto, they are being worked and starved to death. Realizing that the ghetto is about to be destroyed, a motley group meet in secret to plot an escape into the sewers.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","WWII Drama","","",""
"Jerry Cotton","Post production, Promo at booth","Cyrill Boss, Philipp Stennert","Christian TramitzChristian UlmenHeino Ferch Moritz Bleibtreu Christiane Paul and Monica Cruz ","New York FBI agent JERRY COTTON (Christian Tramitz) is on the brink of losing his sterling reputation: the head of the Supervisory Authority DARYL D. ZANUCK (Christiane Paul) accuses him of having committed a double murder. Did Jerry shoot SAMMY SERRANO(Moritz Bleibtreu) out of revenge because he was unable to nail him for the theft of theStates Union gold?","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Action comedy","","",""
"Keep Surfing (market premiere)","Market:Feb 13th | 12:50 p.m. | CinemaxX 11Feb 16th | 3:15 p.m. | CinemaxX 12","Björn Richie Lob","","A fascinating look at Munich's legendaryriver-surfing community, a group of six verydifferent characters who all share a passionfor going against the flow.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","Docu","","",""
"Men in the City","Market:Feb 11th | 3:30 p.m. | CinemaxX 12Feb 15th | 9:30 a.m. | CinemaxX 12","Simon Verhoeven","Till Schweiger, Christian Ulmen, Nadja Uhl, Wotan Wilke Mohring","Five men in search of love and happiness in a time when men aren't really sure anymorewhat it means to be a man, and what women expect of them.","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Rom Com","","",""
"My Friend, The Enemy","Post production","Wolfgang Murnberger","Moritz Bleibtreu Georg FriedrichMarthe Keller Udo SamelUrsula Strauss","Poland 1943: An unlikely pair – a concentration camp prisoner and a captain in Hitler’s notorious SS - free themselves from the wreckage of a crashed SS airplane. The two appear to be strangely familiar with each other…","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Tragic Comedy","","",""
"My Words, My Lies, My Love","Market:Feb 12th | 1:30 p.m. | CinemaxX 1Feb 16th | 1:30 p.m. | CinemaxX 1","Alain Gsponer","Daniel BrühlHannah HerzsprungHenry Hübchen","The shy waiter DAVID succeeds in winning the attentions of the young MARIE after he pretends to be the author of a novel whose manuscript he found in a junk shop. Everything goes well: the novel – a tragic love story set in the 1950s – hits the bestseller lists and the two become an item – until, suddenly, a tramp appears at a book signing claiming to be the real author of “Lila, Lila”… 100'","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Drama","","",""
"Neapolitan Songs","Post production","John Turturro","","Italo-American actor John Turturro's ""Buena Vista Social Club""-like feature celebrating the musical roots and traditions of Naples, Italy, as well as its influence on the restof the world.","","BLX, FR, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","Docu","","",""
"A Quiet Life","Post production","Claudio Cupellini","Toni ServilloJuliane Köhler Alice DwyerMarco D'Amore","An ex-mobster leaves his family in Italy toprotect them and starts an undercover lifein Germany. After 15 years his son visitshim and his past starts haunting him again.","","BLX, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Beta Cinema","Drama","","",""
"Tiger Team","Post production, Promo at booth","Peter Gersina","Stipe ErcegIris Berben Deshun Wang","A mysterious mountian... The elixir of life...A case for the members of the Tiger-Team!","","BLX, FR, IT, SW x ger, SCAN, LA, INDO, PORT,  ME, UK, OZ","Beta Cinema","Family Entertainment","","",""
